V1 V2 V3 V4
0.785198212030373 2.23479630032559 -1.15451775023401 0.863310467232592
1.03354910852313 1.09510810519881 -1.07524698941233 -0.514116718579199
0.607928616764068 0.662578417598739 -0.90466383898471 1.34972733222579
-0.542824413439188 0.409898853672769 -0.237846357932561 1.38385719906158
-0.382829288333859 -0.678533677155077 0.586470694319452 0.0708734620072917
-0.234402687394814 0.458545074224456 -0.135912135985982 -0.161478142504401
-0.522911286305058 0.00357505949304409 0.179985525062356 -0.997503728997073
-0.0259929916599267 -0.644484554164721 -0.593022513062967 -0.000348046928858361
1.17445229201043 0.952652033526711 0.322803331932634 0.241364992796052
-0.914391417271411 -1.12352475454003 -1.39307021808158 0.540978705408834
-0.358989190807882 -0.813073558611746 0.323478266092841 -0.474916497363475
1.2838309458204 -2.99704160694032 -2.49958946725514 0.398898946025526
-1.16876295145537 0.344839434848889 -0.474197211413364 -0.288221968965756
0.0283153477272675 1.73802878586319 -1.11220910473619 -0.603272645068732
1.57271071269184 -0.24764963373401 0.179083185733085 0.484857341640017
1.64488850566963 -1.3563796670934 0.380714334962996 -0.248377259749133
0.263340675679315 -0.716111016805834 0.0602715530430714 -0.504685945714339
0.525850884217244 1.56231183497062 -1.30338256999476 -0.820396982920115
-0.0742259111351328 0.139864476634455 -0.122913194930874 0.106528043773849
-0.699163835052258 0.182696969754363 -1.04874330216318 0.0595544487588647
1.7998072421529 0.44210686698373 0.70954618493248 0.674060741684907
-0.872574687758113 -0.703109739229946 1.1572160653222 0.125837139721799
0.0896910868859474 -0.0496472520351734 -0.248414285286277 0.280134614153853
-1.29503197988001 0.708945389075564 0.410185504875706 -0.197740483882801
0.306087975410825 0.46569858032804 -0.904289900843903 -1.38314239490978
-0.873801558800315 0.320400583036071 -0.905148206400623 -0.349559179596089
-2.06506460566759 0.659686002857493 0.673004682540992 -0.883305245055821
0.352570883487608 -1.07975893689128 0.132832546682763 0.884290343695233
-0.226188485580389 0.371457089102673 0.0295388861561418 -1.29192947595722
-0.520304924829539 1.12673537323489 -0.977398265947311 0.000631523083310337
-1.89689388168284 1.16094954214601 0.501981737619889 0.983976023942062
0.196143858527747 0.305206479128823 -0.243026760889654 0.775139272250973
-1.16636748190665 -1.50708258488725 0.672860314546654 -0.317735799327352
-0.363077470153474 0.609525280596464 -0.450676986749936 0.408134141695403
-0.424392930546348 0.95756247075276 0.486008839278281 0.447546313783694
1.94513299199474 0.278980531790366 0.421328460950492 0.280971355046077
-0.392256956111266 -0.896911036894468 0.493021302166838 0.372318265888998
0.210641209078598 0.25098724125804 -0.136798983894653 1.01199479984546
0.69116079337527 -0.321705690641714 -0.721544582206327 -1.85225882055539
-0.758062116642536 0.334164231836198 -1.52189769900787 -1.41548571029533
-0.442395286252492 1.15658614026341 -0.953734228671052 1.5039692238633
-0.689294996155695 -2.26042236130159 1.12360323461045 -0.0194030114393486
0.08426159947634 0.86931080152176 2.08771774475874 0.672998246536416
-0.298761461143492 -0.264484775977826 0.804811472541081 -0.451383297682922
-1.57026095250465 -0.634543444647976 1.46279113265242 -0.787673281801227
0.910830836320043 -0.524250130879986 1.06878610226989 1.7363660140296
-0.924134757538986 1.01172049462078 -1.24151808258179 -1.12653779366287
0.377587959932539 -0.866224400106664 -0.37284700917091 -0.0261044638205272
0.671050460617486 -1.03088552298153 -1.7296999613801 -0.656653570682487
0.91853217918261 -2.56324689420191 -0.414043380161106 0.67018404303911
